date,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
2018/1/29,26206,24375,23280,22779,22754,23580,26724,31846,34867,36074,36608,36343,35695,35410,34234,33621,33162,33124,34341,36418,36927,36070,33254,30058
2018/1/30,27859,25912,24764,24258,24351,24989,27743,32714,35340,36269,36619,36405,35700,35505,34430,33799,33430,33438,34663,36846,37348,36600,33758,30372
2018/1/31,28039,26165,25092,24628,24572,25172,27748,32539,35253,36222,36557,36141,35620,35213,34052,33372,33102,33198,34434,36538,37134,36390,33770,30380
2018/2/1,22657,20818,19741,19276,19192,20003,22852,26479,29437,31639,33137,33404,33171,33170,32227,31370,31148,31503,33192,33671,33817,33507,31412,28731
2018/2/2,28904,26773,25649,25283,25106,25789,28342,33292,35998,37478,38178,38010,37777,37441,36008,35299,34953,34723,35511,37468,37644,36901,34549,31734
2018/2/3,28838,26702,25497,25071,24925,25580,28170,32461,35469,36918,37327,37366,37457,37451,35909,35226,34984,34771,34690,36276,37210,36187,33867,31129
2018/2/4,23776,22139,21015,20530,20313,20759,22299,24939,26694,28676,29668,29685,29441,29175,28474,27442,26856,26480,26370,26924,29181,31399,29327,27053
2018/2/5,22908,21328,20458,20100,20075,20716,23388,26206,28725,30227,30891,31176,31388,31266,30579,30088,29651,29327,28981,29128,30195,32089,30344,27598
2018/2/6,25242,23866,22648,22120,21702,21532,21512,22082,23996,26127,27455,27877,28041,28125,27441,26046,25207,24997,24864,25003,25560,26553,26485,24838
2018/2/7,25336,23870,23016,22595,22532,23045,25101,27738,30099,32192,33370,34132,34817,35144,34492,33743,33534,33580,33016,32484,32228,32112,31625,29106
2018/2/8,29855,27869,26446,25623,25263,25370,26977,28784,31487,34034,35784,37066,38357,39378,39244,38690,38416,38058,37367,36787,36024,36098,35392,33141
2018/2/9,26198,24723,23571,22926,22275,22077,22384,22260,22420,24103,25760,27050,27987,29075,29527,29161,28710,28485,28395,28376,29042,30921,30065,28317
2018/2/10,25531,24456,23566,23464,23249,23583,25652,28840,30210,31174,31500,31825,32316,32187,31504,31155,31036,31063,30615,30784,32995,32260,29308,26851
2018/2/11,24363,22707,21601,21181,21143,21683,23478,25892,27926,29990,30970,31122,30588,30929,30266,29270,28715,28567,30282,31203,31453,30932,29148,26931
2018/2/12,25752,23813,22421,21613,21175,21286,21761,22617,23230,25433,27257,27955,27616,27843,27731,26517,25828,26367,28877,29992,31051,31206,29752,27356
2018/2/13,29272,27117,25771,25390,25297,26010,28800,33697,36426,37956,38584,38385,37886,37923,36635,36219,35895,35780,36232,38647,39254,38485,35648,32000
2018/2/14,29636,27393,26002,25436,25442,26099,28845,33650,36210,37618,38189,38034,37509,37292,36014,35576,35432,35160,35399,37760,38357,37373,34606,31563
2018/2/15,29161,27002,25646,25149,25050,25697,28405,32738,35199,36405,36622,36383,36003,35788,34741,33928,33620,33601,33930,36501,37233,36665,34100,30946
2018/2/16,28712,26718,25420,24972,24857,25381,28021,32454,34628,35954,36281,35963,35542,35097,33844,33010,32610,32352,32543,34964,35471,34838,32682,30157
2018/2/17,28412,26333,24751,23850,23367,23379,24102,25462,26902,29775,31497,31786,31160,31006,30319,29125,28266,28076,28668,31279,32159,31943,30520,28597
2018/2/18,26538,24584,23116,22376,22026,21898,22431,23133,23682,25984,27852,28615,28365,28344,28246,27033,26286,26171,27288,30403,32015,32084,30826,28357
2018/2/19,25814,24306,23194,22922,22926,23751,26867,31786,34317,35631,36098,36030,35707,35386,34140,33529,33186,33097,33550,36076,36934,36227,33372,30141
2018/2/20,28108,26252,25118,24781,24715,25359,27915,32476,34670,35705,35638,35485,35155,34889,33760,33176,32872,32723,32948,35589,36734,35736,33051,29861
2018/2/21,28090,25994,24992,24670,24458,25100,27919,32346,34553,35627,35857,35582,35288,34844,33845,33454,33156,33282,33491,36209,37211,36625,33820,30538
2018/2/22,28533,26612,25392,24955,24877,25445,28205,32829,35460,36829,36753,36272,35880,35809,34631,34032,33612,33496,33907,36699,37902,37215,34627,31242
2018/2/23,28931,26921,25787,25264,25122,25853,28573,33286,35928,37501,37710,37405,36855,36482,35130,34263,33920,33565,33585,36206,36996,36458,34013,31344
2018/2/24,29231,27063,25562,24869,24426,24397,25104,26578,28282,31233,33068,33079,32374,32168,31077,29798,28911,28615,29088,31881,33176,33128,31818,29753
2018/2/25,27315,25198,23651,22826,22447,22536,23000,23559,24364,26884,28849,29366,28805,28894,28578,27322,26445,26076,26888,30244,32562,32964,31798,29069
2018/2/26,26223,24389,23330,23035,23157,24053,27439,32186,35361,36921,37210,36805,36122,35974,34926,34416,34258,34296,34774,37314,38224,37328,34392,31061
2018/2/27,28741,26817,25583,25177,25087,25705,28560,33225,35892,37962,38771,39029,38582,38642,37503,36479,36196,36143,36149,38481,39280,38156,35126,31760
2018/2/28,29210,27002,25929,25500,25296,25951,28453,32208,34610,36318,37556,38030,38082,38023,36696,36229,35487,35728,35834,37372,38127,37156,34463,31216
2018/3/1,26574,24559,23152,22562,22406,22999,25085,28376,30875,32775,33782,33868,33554,33675,32631,31637,31192,31399,33081,33666,33891,33464,31595,28971
2018/3/2,29666,27488,25851,25034,24644,24547,25066,26648,28352,31305,33433,33615,33010,32811,31993,30823,29935,29752,31139,33428,34003,33881,32489,30329
2018/3/3,28772,26625,25016,24154,23650,23600,24172,25202,26871,29877,31562,31914,31457,31370,30607,29396,28641,28387,29020,31173,31974,31931,30599,28416
2018/3/4,25014,23267,22326,21837,21750,22404,25317,29468,31905,33368,33875,33885,33869,33379,31955,31156,30719,30485,29986,30181,32324,33901,31065,28608
2018/3/5,25739,24222,23355,23031,22827,23337,25475,28006,30534,31591,31859,31987,32112,32057,31069,30468,30184,29809,29429,29399,30189,31940,30287,27793
2018/3/6,23128,21731,20679,20052,19659,19563,19441,19312,20432,22221,23582,24442,24742,25210,25091,23728,23051,22708,22881,23419,24246,25699,26459,24803
2018/3/7,27801,26265,25182,24668,24529,24858,26475,28748,31141,33302,34577,35453,36145,36391,35749,34848,34655,34771,34205,33657,33120,32677,32141,29865
2018/3/8,30928,28761,27401,26503,26106,26232,27752,29656,32111,34658,36411,38021,39278,39756,39431,38655,38443,38189,37485,36811,35758,35239,34486,32596
2018/3/9,26513,24941,23823,23363,23235,23714,26108,28917,30992,33248,34598,35030,36098,36967,36428,35780,35669,35335,34602,33706,33499,34196,31595,29176
2018/3/10,25599,24398,23555,23235,23161,23515,25682,29175,30445,31420,31703,32349,32793,32822,32022,31488,31450,31435,30933,31139,33243,32193,29159,26886
2018/3/11,25166,23528,22420,21848,21736,21798,22501,23400,24803,27177,28699,28648,28362,28392,27816,26649,25973,25956,27875,29147,29778,29407,28030,26138
2018/3/12,24940,23349,22479,22015,22001,22857,25874,30380,33065,34102,34414,34430,33945,34172,33283,32781,32560,33163,34939,35173,35440,34759,31999,28887
2018/3/13,27339,25509,24453,24118,24108,24804,27480,31201,33821,35054,35364,35531,35343,34865,33686,32796,32356,32183,32079,34254,35898,34956,32521,29537
2018/3/14,27368,25480,24409,23991,23945,24679,27668,31191,33771,35066,35567,35680,35676,35427,34230,33636,33116,32985,33166,35044,36230,35065,32328,29528
2018/3/15,27513,25726,24749,24393,24440,24925,27541,31037,33587,35099,35621,35642,35208,34868,33476,32683,32194,32104,32064,34083,35725,34821,32382,29346
2018/3/16,27423,25497,24241,23796,23848,24458,27296,30934,33518,34691,34920,34837,34651,34338,33245,32434,31990,31696,31598,33465,34866,34068,31909,29497
2018/3/17,27572,25634,24440,23750,23277,23353,24037,24808,26723,29594,31249,31699,31175,31393,30682,29529,28725,28650,29025,30539,31888,31615,30256,28147
2018/3/18,25968,24055,22580,21802,21427,21512,22029,22134,23412,25873,27680,28490,28326,28580,28164,26947,26038,25660,26016,28432,31049,31326,30251,27994
2018/3/19,25534,23947,22964,22525,22565,23382,26119,29534,32424,34137,35071,35525,35444,35394,34266,33388,33167,33058,33193,34932,36596,35612,33194,30204
2018/3/20,27949,26130,25035,24598,24502,25157,28064,32055,35538,37161,37708,37743,37526,37199,36287,35573,35040,34700,34535,36659,38575,37753,34913,31511
2018/3/21,28890,26844,25710,25196,25090,25876,28566,32349,35609,37055,37564,37386,36817,36399,35144,34453,34098,33758,33624,35764,38134,37260,34730,31220
2018/3/22,28707,26709,25555,25126,25028,25827,28519,32299,35376,36661,36992,36742,36000,35613,34452,33778,33175,32912,32618,34913,37292,36570,34164,30962
2018/3/23,28417,26379,25220,24757,24686,25387,28008,31580,34593,36151,36745,36700,36483,35967,34940,34167,33791,33697,33596,35234,36536,35705,33491,30700
2018/3/24,28503,26630,25077,24509,24148,24066,24519,25312,27582,30492,32442,32948,32293,32633,31807,30255,29452,29094,29385,31101,32889,32811,31247,29095
2018/3/25,26756,24663,0,23335,22487,22239,22551,23166,23387,25115,27329,28759,29068,29174,29024,27845,26729,26162,26169,27041,29570,32004,31155,29462
2018/3/26,27057,25008,23699,23061,23000,23725,26461,30486,33040,35163,35976,36057,35700,34848,33774,32877,32164,31672,31157,31450,33302,34953,32642,30211
2018/3/27,28128,26090,24729,24150,23870,24313,26760,30638,32815,34633,35144,35080,34433,33866,32902,32021,31327,30849,30177,30108,31846,33855,31639,29519
2018/3/28,27601,25747,24390,23720,23412,23907,26157,29604,31589,33228,33416,33276,32829,32411,31440,30481,29914,29532,28863,28924,30319,31869,29841,27995
2018/3/29,26196,24288,22967,22360,21853,21860,22850,24328,25075,27092,28390,28858,28631,28399,27819,26713,25978,25627,25423,25890,27463,29258,27871,26697
2018/3/30,25167,23444,22035,21217,20719,20533,21115,21886,22098,23876,25498,26381,26442,26425,26005,24864,24102,23836,23973,24509,26443,28515,27663,26453
2018/3/31,24804,23053,21716,20881,20454,20552,21509,22532,23488,25867,27805,28304,28117,28026,27577,26453,25642,25131,25043,25340,26937,29343,28144,26883
2018/4/1,26994,24930,23610,23186,23017,23476,25617,28858,31007,32604,33418,33559,33349,33324,32391,31693,31326,31413,32976,33437,33461,33056,31102,28626
2018/4/2,27683,25516,23811,22994,22557,22508,22851,23707,24458,26870,29424,30752,31342,32162,31947,30381,29620,29337,30827,33153,34452,34424,33064,30116
2018/4/3,26300,24320,22851,21969,21632,21679,22117,22575,23323,25573,27452,28437,28266,28502,28203,26941,26205,25965,26870,29817,31427,31642,30682,28129
2018/4/4,26666,25046,23961,23543,23462,23951,26293,29950,32141,33407,33873,33899,33891,33423,32274,31605,31241,30954,30306,30457,31999,33665,31105,28661
2018/4/5,26060,24423,23354,23015,22843,23301,25547,28410,30639,31795,32204,32376,32543,32306,31342,30622,30101,29637,29079,28990,29535,30953,29806,27608
2018/4/6,23051,21684,20911,20707,20636,21208,23360,26156,28702,29999,30828,31321,31800,31828,30904,30261,30029,29994,29439,29370,29689,30319,29136,26670
2018/4/7,28297,26571,25371,24916,24489,24823,26410,28522,30936,33023,34175,34992,35600,35881,35136,34467,34293,34197,33663,33140,32467,32135,31587,29353
2018/4/8,30696,28732,27114,26217,25487,24959,25091,25109,26487,28743,30752,31728,32676,33509,33855,33469,33002,32531,32074,31989,31780,32348,31952,30144
2018/4/9,27893,26343,25434,24986,24603,25043,26981,29483,31166,33174,34316,35198,35959,36266,35734,35327,35197,34956,34200,33475,33734,34600,31976,29493
2018/4/10,25650,24387,23530,23297,23118,23400,25558,29116,30466,31469,31968,32428,32963,32971,32164,31698,31689,31731,31236,31177,33108,32111,29110,26888
2018/4/11,24193,22619,21437,20786,20454,20519,20889,21251,21907,24037,25579,26280,26263,26582,26479,25331,24743,24984,27303,28886,29737,29478,28126,25852
2018/4/12,26932,25028,23886,23396,23401,24013,26673,31314,33681,34512,34691,34182,33602,33570,32719,32274,32031,32724,34655,35109,35083,34655,31889,28785
2018/4/13,27522,25729,24404,23893,23832,24431,27035,30841,33405,34833,35301,35531,35328,34877,33728,32828,32297,31916,31278,31106,32142,33777,31724,29713
2018/4/14,27586,25507,24095,23249,22703,22717,23311,24157,25936,28683,30106,30339,30051,29818,29051,27733,26732,26133,25944,26262,27491,29933,28728,27087
2018/4/15,25140,23269,21926,21255,20836,20753,21229,21444,22196,24234,25918,26765,26747,26802,26603,25336,24651,24267,24426,25295,27216,29826,28733,26780
2018/4/16,24561,22905,21864,21464,21581,22097,25082,29079,31852,33236,33698,33840,33564,33233,32166,31645,31079,30626,30003,30052,31276,33338,31070,28471
2018/4/17,26383,24673,23545,23205,23059,23484,25986,29426,31766,32648,32849,32792,32740,32324,31433,30965,30500,30133,29428,29522,30658,32894,30671,28162
2018/4/18,26275,24564,23497,23063,22984,23422,25891,29102,31131,32038,32088,32189,32377,31989,31095,30560,30190,29916,29405,29307,30326,32271,30098,27448
2018/4/19,25619,23983,23088,22792,22678,23089,25411,28377,30329,31331,31533,31655,31789,31745,30735,30351,30048,29657,29055,29193,30229,31956,29614,27129
2018/4/20,25501,24049,22958,22549,22524,22947,25292,28473,30344,31243,31738,31805,31985,31789,30709,29909,29427,29126,28625,28530,29259,30939,28892,26821
2018/4/21,25248,23680,22547,22086,21677,21536,21904,22593,24260,26665,28037,28332,28402,28482,27616,26301,25500,25104,24938,25059,26105,28294,27127,25311
2018/4/22,23571,21979,20976,20234,19844,19706,20005,19982,20892,22912,24535,25139,25424,25589,25349,24083,23223,22956,23105,23583,25261,27790,26876,25093
2018/4/23,23230,21959,21021,20852,20784,21427,23894,26902,28929,29917,30525,30811,30966,30917,30052,29495,29198,28913,28408,28414,29388,31027,29028,26432
2018/4/24,24821,23415,22421,22294,22165,22721,24950,27843,30152,31016,31416,31768,32085,31885,31151,30459,30279,30051,29502,29478,30375,32068,29750,27046
2018/4/25,25396,23966,22970,22730,22653,23068,25149,27858,30098,31274,31755,32117,32424,32298,31370,30719,30330,30166,29606,29691,30551,31779,29529,27130
2018/4/26,25473,23963,23040,22718,22643,22961,25108,27717,29903,31186,31427,31629,31931,31844,30834,30329,30047,29787,29376,29149,29777,31423,29650,27208
2018/4/27,25765,24124,23130,22873,22679,23110,25219,27775,29840,30991,31475,31899,32063,31748,30729,29975,29598,29358,28865,28684,29059,30450,28940,26927
2018/4/28,25505,23912,22710,22195,21763,21609,21846,22297,24017,26391,27728,28241,28117,28177,27408,26196,25406,24930,24626,24928,25729,27842,26778,25223
2018/4/29,23517,21900,20783,20296,20010,19893,20081,19980,21000,23115,24574,25404,25658,25858,25477,24090,23310,22916,22834,23212,24495,27114,26708,25007
2018/4/30,23209,21702,20684,20235,20057,20504,22330,23951,26140,28161,28900,29116,29353,29558,28945,27862,27369,27001,26600,26537,27294,29377,27982,25704
2018/5/1,26733,24878,23584,23014,22802,23141,24878,27954,29972,31666,32685,32938,32688,32605,31278,30103,29527,29577,30530,30552,30691,30420,28961,27068
2018/5/2,27141,25150,23959,23602,23523,24433,27734,32930,36421,38380,39310,39372,38823,38987,37353,37003,37051,37064,37525,39542,40068,38954,35865,32174
2018/5/3,25638,23896,22647,22360,22442,23273,26621,31183,34231,35881,36663,36749,36215,36104,34904,34163,33715,33660,33738,36017,37131,36192,33508,30346
2018/5/4,26548,24772,23642,23244,23138,23626,26035,29629,31593,32835,33051,32809,32699,32407,31444,30678,30396,29929,29482,29549,31202,33185,30762,28457
2018/5/5,26099,24450,23079,22503,22163,21933,22360,22916,24870,27051,28408,28673,28435,28397,27736,26467,25651,25166,24870,25055,25665,27547,27152,25448
2018/5/6,25136,23802,22976,22591,22447,22823,24577,27169,29491,30776,31424,32048,19964,32090,31028,30609,30255,30232,29679,29614,29944,30402,29344,26877
2018/5/7,28100,26396,25306,24776,24535,24883,26324,28428,30654,32757,33818,34561,35386,35699,35031,34206,33887,33815,33419,33014,32418,32073,31556,29356
2018/5/8,28533,26831,25326,24445,23708,23309,23267,22708,23471,25219,26863,28368,29402,30512,31091,30923,30506,30135,29848,29787,29999,31250,32002,30528
2018/5/9,28006,26591,25526,25113,24767,25049,26996,29471,31160,33056,34208,34978,35601,35998,35190,34592,34392,34133,33315,32587,32921,33752,31260,28883
2018/5/10,25691,24482,23506,23203,23149,23387,25439,28856,30155,31058,31600,32212,32845,32841,31849,31119,30858,30713,30238,30420,32023,31121,28555,26488
2018/5/11,23818,22249,21325,20974,20998,21781,24949,28973,31505,32937,33646,33796,34151,34259,33173,32772,32561,32847,34373,35228,35254,34100,31441,28403
2018/5/12,26683,24939,23847,23483,23431,24136,26885,31544,33705,34430,34545,34203,33689,33474,32501,32084,31853,32368,33977,34127,34163,33340,31163,28616
2018/5/13,23488,22142,21073,20598,20250,20047,19982,19803,20966,22760,24393,25246,25582,25815,25573,24228,23483,23114,23155,23691,24921,27145,27172,25316
2018/5/14,23417,21946,21257,20960,20949,21595,23986,26784,29271,30627,31331,31514,31723,31628,30734,29980,29598,29422,28956,28989,29500,30870,29537,26959
2018/5/15,25521,24105,23214,22721,22631,23053,24656,26783,29045,30278,30979,31215,31446,31419,30497,29801,29388,29264,28837,28786,29538,31181,30012,27313
2018/5/16,25822,24383,23435,23139,22971,23365,25296,27979,30238,31067,31525,31972,32258,32285,31231,30596,30327,30121,29648,29505,30045,31200,29758,27376
2018/5/17,25849,24522,23598,23223,23143,23638,25372,27692,29799,30912,31242,31519,31938,31958,30898,30195,29860,29652,29362,29419,30064,30945,29374,27012
2018/5/18,25632,24162,23355,23047,23025,23351,25035,27535,29661,31011,31518,31875,32239,32118,31070,30083,29600,29422,28958,28859,29091,29898,28774,26726
2018/5/19,25393,24071,23001,22364,22095,21908,21979,22444,24467,26715,28096,28429,28478,28482,27641,26326,25492,25174,24931,25033,25538,26949,26750,24985
2018/5/20,23485,21971,21121,20552,20182,20128,20020,19746,20985,22910,24322,25043,25305,25656,25179,23969,23240,23059,23185,23489,24478,26422,26713,24969
2018/5/21,23276,21968,21208,20873,20751,21362,23475,25908,28147,29517,30178,30665,31105,31095,30202,29451,29186,28999,28610,28676,29217,30403,28998,26366
2018/5/22,24912,23581,22718,22487,22398,22795,24597,27191,29573,30786,31263,31756,32065,32066,31154,30539,30284,30133,29772,29686,30094,30849,29593,26956
2018/5/23,25496,24091,23270,22866,22776,23171,25033,27607,29730,31082,31589,32007,32486,32588,31605,31022,30836,30710,30204,30136,30638,31194,29724,27201
2018/5/24,25767,24350,23418,23176,23072,23409,25120,27453,29763,31006,31532,31947,32424,32413,31514,30967,30820,30711,30218,30147,30385,30859,29726,27133
2018/5/25,25850,24444,23648,23163,23100,23497,25293,27664,29804,31117,31774,32316,32598,32412,31436,30470,30069,29782,29215,29047,29228,29777,28805,26753
2018/5/26,25470,23962,22838,22352,21994,21766,21920,22414,24294,26458,27861,28452,28536,28555,27714,26342,25461,25063,24944,25194,25721,26596,26147,24953
2018/5/27,23327,21861,20801,20358,20070,20014,19905,19726,20843,22693,24147,24958,25247,25622,25471,24144,23399,23082,23120,23555,24492,26279,26364,24661
2018/5/28,22920,21709,20976,20697,20718,21249,23507,26378,29054,30488,31270,31666,32177,31995,30838,30124,29811,29722,29422,29383,29839,30476,29171,26665
2018/5/29,25024,23745,22880,22507,22469,22878,24558,27099,29744,31100,31761,32124,32505,32266,31282,30571,30269,30095,29699,29577,29961,30553,29231,26789
2018/5/30,25127,23679,22801,22468,22381,22766,24427,26965,29502,30613,31303,31695,32085,32074,31123,30479,30172,30016,29452,29225,29538,30094,29021,26514
2018/5/31,24869,23408,22482,22156,22046,22483,24109,26444,28972,30297,30584,31042,31723,31635,30846,30357,30127,29885,29379,29145,29324,29902,29073,26796
2018/6/1,25567,23700,22281,21391,21047,20991,21178,21855,22469,24253,26528,27602,27678,27281,26784,25351,24822,25178,27240,28394,29055,29432,28963,27330
2018/6/2,29593,27382,25988,25475,25309,26022,28701,33763,36998,38534,39302,38603,38653,38121,36796,36454,36081,36449,37452,39679,40239,39397,36387,32492
2018/6/3,28011,25941,24795,24404,24344,25095,27966,32151,34887,36168,36720,36467,36148,35951,34737,34184,33757,33869,33969,36317,37594,36190,33472,30303
2018/6/4,26621,24888,23930,23558,23299,23892,26267,29756,31735,33035,33282,33298,33217,32794,31890,31192,30687,30363,29794,30042,31207,32710,30544,28621
2018/6/5,23616,22180,20934,20364,19898,19924,20153,19914,21174,23151,24733,25592,25722,25702,25183,23871,23317,22920,23001,23497,24755,26864,26940,25491
2018/6/6,25351,24005,23231,22747,22761,23034,24627,27193,29731,30867,31418,31752,32246,32052,30993,30175,29862,29721,29367,29193,29511,30084,29188,26647
2018/6/7,27998,26373,25277,24745,24403,24691,26252,28473,30666,32681,33891,34683,35451,35791,34964,33971,33761,33622,33079,32631,32062,31507,30923,28894
2018/6/8,28642,26657,25303,24607,24242,24528,26250,28124,30666,33411,35238,36661,37884,38801,38768,38277,38183,37718,36759,35882,35170,35640,34910,32677
2018/6/9,27435,26123,25110,24742,24569,24731,26625,28902,30372,32146,33010,33930,34676,35039,34315,33600,33569,33269,32427,31826,32216,33136,30659,28345
2018/6/10,25383,24117,22997,22523,22218,22002,22416,23454,24260,26286,27701,28343,28725,28897,28329,27125,26348,26139,25927,26518,28578,28490,26480,24838
2018/6/11,26084,24537,23505,23167,23032,23756,26348,30479,32792,33853,34061,34056,34024,33994,33090,32744,32479,32760,28696.93991,35612,35760,34474,31980,29037
2018/6/12,27099,25146,23741,23012,22712,22679,23201,24466,25342,27080,28473,28704,28486,28615,28199,26970,26315,26657,28875,29647,30217,30205,29226,27153
2018/6/13,26152,24755,23778,23427,23310,23786,25259,27788,29822,31078,31318,31942,32510,32917,32073,31511,31376,31254,30559,30381,30422,30660,29948,27519
2018/6/14,26248,24823,23886,23488,23326,23594,25070,27511,29631,31004,31589,32155,32696,32778,31932,31480,31459,31388,30987,30670,30579,30783,30016,27773
2018/6/15,26545,25039,23831,23459,23245,23665,25173,27629,29804,31107,31852,32392,33055,33076,32079,31375,31215,31216,30792,30516,30192,29655,29208,27343
2018/6/16,26286,24943,23717,23001,22599,22266,22261,22780,24770,27066,28757,29422,29815,29901,29116,27968,27234,27020,26875,26881,27057,27518,27710,26134
2018/6/17,24507,23046,21862,21248,20821,20727,20470,20438,21646,23482,24995,25949,26344,26905,26909,25932,25249,24967,25160,25612,26143,27071,27959,26389
2018/6/18,24422,22951,22081,21783,21805,22273,24374,27194,29655,31465,32562,33174,33909,34276,33565,32998,32969,32958,32504,32061,31681,31457,30606,28100
2018/6/19,26818,25378,24349,23941,23605,23921,25499,28114,30220,31923,33073,33594,34508,34653,34020,33573,33510,33500,33100,32698,32516,32195,31326,28841
2018/6/20,27475,25777,24736,24422,24210,24447,26116,28482,30864,32538,33636,34469,35190,35513,34769,34304,34311,34373,33809,33497,33103,32395,31629,29263
2018/6/21,27761,26298,25212,24897,24604,25001,26571,28993,31206,33032,34119,34753,35347,35856,35232,34743,34875,34818,34269,33725,33169,32652,31887,29578
2018/6/22,28355,26648,25441,25028,24828,25145,26756,29243,31360,33300,34478,35207,36037,36403,35553,34690,34563,34426,33890,33344,32566,31784,30983,29135
2018/6/23,28162,26703,25263,24532,23981,23579,23500,24206,26117,28368,30180,30977,31535,31889,31458,30595,29769,29513,29355,29397,29286,29056,28844,27269
2018/6/24,25716,24383,23256,22580,22124,21877,21620,21394,22617,24328,25740,26844,27739,28468,28939,28233,27710,27635,27641,27872,28204,28878,29905,28273
2018/6/25,26169,24549,23529,23106,22985,23473,25449,28008,30594,32881,34227,34880,35800,36379,35953,35537,35565,35521,34916,34367,33898,32904,32238,29832
2018/6/26,28393,26760,25532,25074,25132,25377,26865,29097,31224,33508,34660,35354,36184,36653,36209,35709,35671,35641,34963,34315,33679,33164,32441,29878
2018/6/27,28418,26716,25535,25007,24923,25282,26752,29059,31297,33351,34486,35222,36273,36815,36035,35371,35419,35368,34732,34162,33552,32788,31972,29628
2018/6/28,28405,26871,25704,25129,24924,25190,26699,28939,31028,33287,34345,35012,35847,36268,35426,34766,34552,34418,33784,33216,32582,32058,31450,29281
2018/6/29,28168,26452,25301,24885,24646,24928,26426,28657,30562,32602,33768,34488,35248,35471,34738,33913,33702,33480,32866,32425,31803,31206,30656,28702
2018/6/30,27957,26414,25080,24330,23956,23763,23722,24234,26160,28311,29972,30712,30933,31161,30643,29610,28967,28840,28582,28581,28506,28608,28903,27246
2018/7/1,25450,23662,22130,21250,20994,20974,21423,22259,22981,24643,26939,28050,28642,29427,29679,28491,27811,28043,30461,31765,32899,32866,31471,28895
2018/7/2,29682,27419,26095,25574,25491,26150,28981,34156,37284,38717,39468,39217,38876,38694,37560,37095,36883,36827,37645,39948,40620,39824,36818,32993
2018/7/3,27990,26084,24947,24421,24342,25120,27846,32120,34875,36076,36175,35863,35292,34965,33976,33462,33062,32879,33091,35806,37081,36094,33493,30326
2018/7/4,27076,25159,23804,23164,22800,22603,23126,24012,25351,27939,29814,30452,30422,30282,29350,27873,26869,26437,26246,26631,27980,29934,28499,26784
2018/7/5,23630,22012,21199,20892,20943,21579,24305,27087,29447,30720,31212,31663,31888,31955,31162,30550,30223,30027,29384,29316,29950,31368,29592,27025
2018/7/6,25088,23716,22777,22438,22392,22793,24380,26908,29109,30374,30993,31320,31688,31680,30879,30331,30161,30098,29642,29547,29843,30333,29218,26862
2018/7/7,27807,26339,25043,24090,23646,23345,23322,23860,25560,27849,29616,30494,31133,31461,31047,30129,29442,29155,28930,28894,28953,29181,28974,27585
2018/7/8,30545,28485,26878,25691,25381,25495,26997,28715,31157,33758,35424,36614,37430,38316,38409,37802,37544,37124,36108,35286,34521,34541,33572,31410
2018/7/9,27123,25818,24962,24366,24240,24514,26329,28866,30197,31950,32921,33510,34252,34517,33470,32820,32522,32268,31706,31235,31512,32294,29748,27771
2018/7/10,23704,22386,21376,20919,20529,20394,20740,21221,21438,22978,24510,25320,25666,26160,25935,24602,23743,23627,23616,24581,27385,27400,26009,24444
2018/7/11,26896,25078,24024,23575,23566,24232,26912,30793,32840,28696.93991,34145,34219,34251,33930,32859,32408,32215,32427,34078,35032,35386,34355,31735,28718
2018/7/12,25054,23354,22247,21664,21627,22155,23847,26679,28528,30565,31321,31096,30646,30904,30135,29300,28790,29300,31319,31828,32006,31430,29670,27591
2018/7/13,29096,27230,26110,25539,25315,25593,27246,29391,31485,33617,34903,35570,36474,36677,35679,34870,34611,34392,33805,33304,32691,32157,31385,29337
2018/7/14,28299,26601,25318,24505,24008,23693,23714,24145,25837,28116,30057,31072,31523,31777,31226,30492,29771,29596,29318,29325,29302,29392,29246,27577
2018/7/15,26101,24566,23242,22339,21914,21725,21586,21241,22276,23898,25546,26643,27410,28058,28224,27585,27118,26924,27034,27154,27473,28317,29249,27751
2018/7/16,25918,24484,23503,23117,22962,23457,25561,27818,30300,32496,33569,34189,34960,35207,34561,33893,33816,33961,33469,33043,32613,32355,31786,29517
2018/7/17,28134,26507,25331,24702,24550,24847,26449,28415,30862,33157,34557,35241,36183,36653,36071,35435,35369,35213,34628,34110,33538,33272,32651,30270
2018/7/18,28690,26796,25735,25146,24907,25255,26756,28962,31249,33542,34931,35849,36659,37168,36457,35857,35707,35740,35114,34501,33903,33683,32976,30583
2018/7/19,29017,27235,25997,25347,25105,25346,26899,29065,31341,33581,34945,35731,36792,37259,36579,35878,35914,35815,35147,34521,33878,33529,32895,30465
2018/7/20,28925,27193,25980,25411,24989,25321,26940,28927,31228,33491,34893,35532,36342,36712,35997,35123,34779,34443,33796,33220,32719,32229,31468,29384
2018/7/21,28043,26512,25248,24450,23913,23579,23717,23904,25430,27737,29529,30404,30825,31025,30547,29693,28959,28684,28352,28315,28444,28914,28656,27037
2018/7/22,25467,24044,22825,22063,21628,21353,21364,21130,21973,23487,24850,25912,26696,27422,27595,26989,26432,26203,26150,26477,26788,27824,28816,27511
2018/7/23,25719,24177,23104,22626,22463,23051,25197,27525,30005,32592,34127,35041,36049,36647,36064,35382,35287,35214,34669,34108,33442,33312,32204,30015
